original,category,group_hash,new_path
tile_0560.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__000.png
tile_0572.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__001.png
tile_0730.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__002.png
tile_0966.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__003.png
tile_1001.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__004.png
tile_1059.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__005.png
tile_1073.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__006.png
tile_1127.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__007.png
tile_1244.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__008.png
tile_1276.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__009.png
tile_1300.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__010.png
tile_1338.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__011.png
tile_1376.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__012.png
tile_2057.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__013.png
tile_2243.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__014.png
tile_2254.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__015.png
tile_2261.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__016.png
tile_2298.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__017.png
tile_2446.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__018.png
tile_2451.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__019.png
tile_2619.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__020.png
tile_2674.png,building_structure,0000000000000000,building_structure/building_structure__0000000000000000__021.png
tile_1279.png,building_structure,0000000000000001,building_structure/building_structure__0000000000000001__000.png
tile_2444.png,building_structure,0000000000000001,building_structure/building_structure__0000000000000001__001.png
tile_0723.png,building_structure,0000000000000003,building_structure/building_structure__0000000000000003__000.png
tile_1301.png,building_structure,0000000000000003,building_structure/building_structure__0000000000000003__001.png
tile_1121.png,building_structure,0000000000000006,building_structure/building_structure__0000000000000006__000.png
tile_1135.png,building_structure,0000000000000020,building_structure/building_structure__0000000000000020__000.png
tile_1095.png,building_structure,0000000000000028,building_structure/building_structure__0000000000000028__000.png
tile_0860.png,building_structure,0000000000000040,building_structure/building_structure__0000000000000040__000.png
tile_0184.png,building_structure,0000000000000080,building_structure/building_structure__0000000000000080__000.png
tile_1109.png,building_structure,0000000000000080,building_structure/building_structure__0000000000000080__001.png
tile_1304.png,building_structure,0000000000000098,building_structure/building_structure__0000000000000098__000.png
tile_1949.png,building_structure,0000000000000103,building_structure/building_structure__0000000000000103__000.png
tile_0853.png,building_structure,0000000000000109,building_structure/building_structure__0000000000000109__000.png
tile_2428.png,building_structure,0000000000000202,building_structure/building_structure__0000000000000202__000.png
tile_2496.png,building_structure,0000000000000307,building_structure/building_structure__0000000000000307__000.png
tile_0857.png,building_structure,000000000000030f,building_structure/building_structure__000000000000030f__000.png
tile_1094.png,building_structure,0000000000000383,building_structure/building_structure__0000000000000383__000.png
tile_0859.png,building_structure,0000000000000707,building_structure/building_structure__0000000000000707__000.png
tile_0852.png,building_structure,0000000000000e0e,building_structure/building_structure__0000000000000e0e__000.png
tile_0849.png,building_structure,0000000000000e6e,building_structure/building_structure__0000000000000e6e__000.png
tile_1374.png,building_structure,0000000000000f0f,building_structure/building_structure__0000000000000f0f__000.png
tile_1101.png,building_structure,0000000000002060,building_structure/building_structure__0000000000002060__000.png
tile_0862.png,building_structure,0000000000003030,building_structure/building_structure__0000000000003030__000.png
tile_0498.png,building_structure,000000000000303a,building_structure/building_structure__000000000000303a__000.png
tile_0854.png,building_structure,0000000000003434,building_structure/building_structure__0000000000003434__000.png
tile_0858.png,building_structure,0000000000006163,building_structure/building_structure__0000000000006163__000.png
tile_1096.png,building_structure,0000000000006263,building_structure/building_structure__0000000000006263__000.png
tile_0863.png,building_structure,00000000000070f0,building_structure/building_structure__00000000000070f0__000.png
tile_1100.png,building_structure,0000000000009999,building_structure/building_structure__0000000000009999__000.png
tile_0861.png,building_structure,000000000000c1d1,building_structure/building_structure__000000000000c1d1__000.png
tile_1099.png,building_structure,000000000000cccc,building_structure/building_structure__000000000000cccc__000.png
tile_1269.png,building_structure,0000000000010707,building_structure/building_structure__0000000000010707__000.png
tile_0677.png,building_structure,000000000001f1f9,building_structure/building_structure__000000000001f1f9__000.png
tile_0841.png,building_structure,0000000000030351,building_structure/building_structure__0000000000030351__000.png
tile_0837.png,building_structure,0000000000048ece,building_structure/building_structure__0000000000048ece__000.png
tile_1372.png,building_structure,0000000000077676,building_structure/building_structure__0000000000077676__000.png
tile_0846.png,building_structure,00000000000c1cac,building_structure/building_structure__00000000000c1cac__000.png
tile_0608.png,building_structure,00000000000c7c7c,building_structure/building_structure__00000000000c7c7c__000.png
tile_0843.png,building_structure,0000000000102c30,building_structure/building_structure__0000000000102c30__000.png
tile_2483.png,building_structure,0000000000181880,building_structure/building_structure__0000000000181880__000.png
tile_1413.png,building_structure,0000000000200000,building_structure/building_structure__0000000000200000__000.png
tile_1274.png,building_structure,000000000020f0f0,building_structure/building_structure__000000000020f0f0__000.png
tile_1709.png,building_structure,000000000029e9e9,building_structure/building_structure__000000000029e9e9__000.png
tile_2479.png,building_structure,0000000000303236,building_structure/building_structure__0000000000303236__000.png
tile_0607.png,building_structure,000000000030f0f0,building_structure/building_structure__000000000030f0f0__000.png
tile_0848.png,building_structure,0000000000383939,building_structure/building_structure__0000000000383939__000.png
tile_1364.png,building_structure,0000000000404040,building_structure/building_structure__0000000000404040__000.png
tile_0839.png,building_structure,0000000000404099,building_structure/building_structure__0000000000404099__000.png
tile_0842.png,building_structure,0000000000407187,building_structure/building_structure__0000000000407187__000.png
tile_0838.png,building_structure,00000000006a6a75,building_structure/building_structure__00000000006a6a75__000.png
tile_0606.png,building_structure,0000000000809090,building_structure/building_structure__0000000000809090__000.png
tile_1278.png,building_structure,0000000000809c1c,building_structure/building_structure__0000000000809c1c__000.png
tile_2280.png,building_structure,000000000080c080,building_structure/building_structure__000000000080c080__000.png
tile_0487.png,building_structure,00000000008f8b28,building_structure/building_structure__00000000008f8b28__000.png
tile_0497.png,building_structure,0000000000aaaae8,building_structure/building_structure__0000000000aaaae8__000.png
tile_2431.png,building_structure,0000000000d4d494,building_structure/building_structure__0000000000d4d494__000.png
tile_1071.png,building_structure,0000000000d4f0d8,building_structure/building_structure__0000000000d4f0d8__000.png
tile_0855.png,building_structure,0000000000e0e46c,building_structure/building_structure__0000000000e0e46c__000.png
tile_1759.png,building_structure,0000000001030303,building_structure/building_structure__0000000001030303__000.png
tile_1103.png,building_structure,0000000003070707,building_structure/building_structure__0000000003070707__000.png
tile_2493.png,building_structure,0000000004060707,building_structure/building_structure__0000000004060707__000.png
tile_1097.png,building_structure,0000000006060e0d,building_structure/building_structure__0000000006060e0d__000.png
tile_0488.png,building_structure,0000000006a6b333,building_structure/building_structure__0000000006a6b333__000.png
tile_2432.png,building_structure,0000000010405c5e,building_structure/building_structure__0000000010405c5e__000.png
tile_0892.png,building_structure,00000000185a5c5a,building_structure/building_structure__00000000185a5c5a__000.png
tile_0490.png,building_structure,0000000019393c33,building_structure/building_structure__0000000019393c33__000.png
tile_2495.png,building_structure,0000000020408080,building_structure/building_structure__0000000020408080__000.png
tile_1108.png,building_structure,0000000020c6b3f3,building_structure/building_structure__0000000020c6b3f3__000.png
tile_2458.png,building_structure,0000000025252d2d,building_structure/building_structure__0000000025252d2d__000.png
tile_1202.png,building_structure,0000000030707070,building_structure/building_structure__0000000030707070__000.png
tile_2427.png,building_structure,0000000030707070,building_structure/building_structure__0000000030707070__001.png
tile_0598.png,building_structure,0000000032f2f0f9,building_structure/building_structure__0000000032f2f0f9__000.png
tile_2477.png,building_structure,0000000038383818,building_structure/building_structure__0000000038383818__000.png
tile_1514.png,building_structure,000000004060cccc,building_structure/building_structure__000000004060cccc__000.png
tile_2459.png,building_structure,00000000525a5a5a,building_structure/building_structure__00000000525a5a5a__000.png
tile_1079.png,building_structure,0000000080808080,building_structure/building_structure__0000000080808080__000.png
tile_0597.png,building_structure,0000000080909090,building_structure/building_structure__0000000080909090__000.png
tile_2532.png,building_structure,0000000090302424,building_structure/building_structure__0000000090302424__000.png
tile_2457.png,building_structure,0000000092d292d2,building_structure/building_structure__0000000092d292d2__000.png
tile_2460.png,building_structure,00000000a4b4a5b4,building_structure/building_structure__00000000a4b4a5b4__000.png
tile_1098.png,building_structure,00000000c0c0c606,building_structure/building_structure__00000000c0c0c606__000.png
tile_1283.png,building_structure,00000000c1c1d9f8,building_structure/building_structure__00000000c1c1d9f8__000.png
tile_1383.png,building_structure,0000000101030707,building_structure/building_structure__0000000101030707__000.png
tile_1277.png,building_structure,0000000103030101,building_structure/building_structure__0000000103030101__000.png
tile_1937.png,building_structure,0000000307070606,building_structure/building_structure__0000000307070606__000.png
tile_2461.png,building_structure,000000044e6e486a,building_structure/building_structure__000000044e6e486a__000.png
tile_0676.png,building_structure,000000063fffe0c0,building_structure/building_structure__000000063fffe0c0__000.png
tile_2430.png,building_structure,000000070eaea5a0,building_structure/building_structure__000000070eaea5a0__000.png
tile_1362.png,building_structure,000000070f1d1d1d,building_structure/building_structure__000000070f1d1d1d__000.png
tile_1253.png,building_structure,0000000d1e1e1c0c,building_structure/building_structure__0000000d1e1e1c0c__000.png
tile_2058.png,building_structure,0000000e0e0e0f0f,building_structure/building_structure__0000000e0e0e0f0f__000.png
tile_0292.png,building_structure,0000001b3a3e3839,building_structure/building_structure__0000001b3a3e3839__000.png
tile_1275.png,building_structure,0000003078783131,building_structure/building_structure__0000003078783131__000.png
tile_1106.png,building_structure,00000038b8989959,building_structure/building_structure__00000038b8989959__000.png
tile_1254.png,building_structure,000000555555555d,building_structure/building_structure__000000555555555d__000.png
tile_1019.png,building_structure,0000006060606060,building_structure/building_structure__0000006060606060__000.png
tile_1083.png,building_structure,0000006060606347,building_structure/building_structure__0000006060606347__000.png
tile_0802.png,building_structure,0000008060606020,building_structure/building_structure__0000008060606020__000.png
tile_1110.png,building_structure,0000010303070787,building_structure/building_structure__0000010303070787__000.png
tile_0583.png,building_structure,00000e0e0e0e0e0e,building_structure/building_structure__00000e0e0e0e0e0e__000.png
tile_0591.png,building_structure,00000e0e0f0c0c0c,building_structure/building_structure__00000e0e0f0c0c0c__000.png
tile_1234.png,building_structure,000010101e1e1e3e,building_structure/building_structure__000010101e1e1e3e__000.png
tile_2445.png,building_structure,0000181818383839,building_structure/building_structure__0000181818383839__000.png
tile_0589.png,building_structure,00004343e3e36363,building_structure/building_structure__00004343e3e36363__000.png
tile_0592.png,building_structure,000054441e7eaeae,building_structure/building_structure__000054441e7eaeae__000.png
tile_1732.png,building_structure,0000605050606040,building_structure/building_structure__0000605050606040__000.png
tile_2566.png,building_structure,0000696b69294969,building_structure/building_structure__0000696b69294969__000.png
tile_0593.png,building_structure,0000707778707372,building_structure/building_structure__0000707778707372__000.png
tile_0944.png,building_structure,0000808000009090,building_structure/building_structure__0000808000009090__000.png
tile_2272.png,building_structure,0000808080808080,building_structure/building_structure__0000808080808080__000.png
tile_0590.png,building_structure,000082394f173535,building_structure/building_structure__000082394f173535__000.png
tile_1542.png,building_structure,0000868686868686,building_structure/building_structure__0000868686868686__000.png
tile_0594.png,building_structure,0000a020f0f030f0,building_structure/building_structure__0000a020f0f030f0__000.png
tile_0585.png,building_structure,0000a860f0f0f87c,building_structure/building_structure__0000a860f0f0f87c__000.png
tile_1235.png,building_structure,0000c0c000000000,building_structure/building_structure__0000c0c000000000__000.png
tile_1131.png,building_structure,0000c0c0c2020600,building_structure/building_structure__0000c0c0c2020600__000.png
tile_0586.png,building_structure,0000e0e0e0e0e0e0,building_structure/building_structure__0000e0e0e0e0e0e0__000.png
tile_0588.png,building_structure,0000e2eef0e2e6e4,building_structure/building_structure__0000e2eef0e2e6e4__000.png
tile_1263.png,building_structure,0001030707078383,building_structure/building_structure__0001030707078383__000.png
tile_0106.png,building_structure,000103078703c381,building_structure/building_structure__000103078703c381__000.png
tile_1078.png,building_structure,0003030303030303,building_structure/building_structure__0003030303030303__000.png
tile_0813.png,building_structure,000383f918838800,building_structure/building_structure__000383f918838800__000.png
tile_0445.png,building_structure,00060e2676383c2c,building_structure/building_structure__00060e2676383c2c__000.png
tile_2265.png,building_structure,0006262a28280e0e,building_structure/building_structure__0006262a28280e0e__000.png
tile_2567.png,building_structure,0008dcdc90d497d7,building_structure/building_structure__0008dcdc90d497d7__000.png
tile_1041.png,building_structure,0018181fc77f3b33,building_structure/building_structure__0018181fc77f3b33__000.png
tile_2262.png,building_structure,001c1c1d1f1f1c1c,building_structure/building_structure__001c1c1d1f1f1c1c__000.png
tile_2469.png,building_structure,0020f0e0c080c0c0,building_structure/building_structure__0020f0e0c080c0c0__000.png
tile_2237.png,building_structure,00303818d8894803,building_structure/building_structure__00303818d8894803__000.png
tile_1291.png,building_structure,0040000000000000,building_structure/building_structure__0040000000000000__000.png
tile_1757.png,building_structure,0040202565656565,building_structure/building_structure__0040202565656565__000.png
tile_1527.png,building_structure,0040484c4c4c4c4c,building_structure/building_structure__0040484c4c4c4c4c__000.png
tile_1080.png,building_structure,006060640c0c0c0c,building_structure/building_structure__006060640c0c0c0c__000.png
tile_1540.png,building_structure,00800c0c0d0d0d0c,building_structure/building_structure__00800c0c0d0d0d0c__000.png
tile_1729.png,building_structure,0080800020202060,building_structure/building_structure__0080800020202060__000.png
tile_1111.png,building_structure,0080806020308080,building_structure/building_structure__0080806020308080__000.png
tile_0231.png,building_structure,00c0cc1c3454d030,building_structure/building_structure__00c0cc1c3454d030__000.png
tile_1706.png,building_structure,0100000000e0e0e2,building_structure/building_structure__0100000000e0e0e2__000.png
tile_1758.png,building_structure,0100035353535351,building_structure/building_structure__0100035353535351__000.png
tile_0212.png,building_structure,0101034343c38343,building_structure/building_structure__0101034343c38343__000.png
tile_1313.png,building_structure,0118181878785080,building_structure/building_structure__0118181878785080__000.png
tile_1065.png,building_structure,0200000000000000,building_structure/building_structure__0200000000000000__000.png
tile_1262.png,building_structure,030000070f1c3e7a,building_structure/building_structure__030000070f1c3e7a__000.png
tile_1178.png,building_structure,0301030301000000,building_structure/building_structure__0301030301000000__000.png
tile_1062.png,building_structure,0303000000000006,building_structure/building_structure__0303000000000006__000.png
tile_0447.png,building_structure,0303010000000000,building_structure/building_structure__0303010000000000__000.png
tile_1128.png,building_structure,0303070707070700,building_structure/building_structure__0303070707070700__000.png
tile_1132.png,building_structure,0303c14541c18303,building_structure/building_structure__0303c14541c18303__000.png
tile_2468.png,building_structure,03232989b1110d07,building_structure/building_structure__03232989b1110d07__000.png
tile_0770.png,building_structure,0363c3430343e0e0,building_structure/building_structure__0363c3430343e0e0__000.png
tile_1264.png,building_structure,03c0c022262636c6,building_structure/building_structure__03c0c022262636c6__000.png
tile_0181.png,building_structure,050500000000000c,building_structure/building_structure__050500000000000c__000.png
tile_0885.png,building_structure,050585a5213e0005,building_structure/building_structure__050585a5213e0005__000.png
tile_1331.png,building_structure,0606000000000000,building_structure/building_structure__0606000000000000__000.png
tile_1176.png,building_structure,0606060008088888,building_structure/building_structure__0606060008088888__000.png
tile_1404.png,building_structure,0606060606062626,building_structure/building_structure__0606060606062626__000.png
tile_2517.png,building_structure,0606060606070707,building_structure/building_structure__0606060606070707__000.png
tile_1980.png,building_structure,0606060606868687,building_structure/building_structure__0606060606868687__000.png
tile_0821.png,building_structure,06060f0e1d1d1d1f,building_structure/building_structure__06060f0e1d1d1d1f__000.png
tile_2587.png,building_structure,0607152363676763,building_structure/building_structure__0607152363676763__000.png
tile_1151.png,building_structure,060e0d0e060d0d0e,building_structure/building_structure__060e0d0e060d0d0e__000.png
tile_1081.png,building_structure,0700000000000000,building_structure/building_structure__0700000000000000__000.png
tile_1084.png,building_structure,0700000000005555,building_structure/building_structure__0700000000005555__000.png
tile_1017.png,building_structure,0703010606060606,building_structure/building_structure__0703010606060606__000.png
tile_2466.png,building_structure,0706060606060606,building_structure/building_structure__0706060606060606__000.png
tile_2673.png,building_structure,0707030307070707,building_structure/building_structure__0707030307070707__000.png
tile_0845.png,building_structure,070707030020a881,building_structure/building_structure__070707030020a881__000.png
tile_2618.png,building_structure,0707070703030707,building_structure/building_structure__0707070703030707__000.png
tile_1352.png,building_structure,0707070707070707,building_structure/building_structure__0707070707070707__000.png
tile_1976.png,building_structure,0707070707070707,building_structure/building_structure__0707070707070707__001.png
tile_0902.png,building_structure,07070707070e0e0e,building_structure/building_structure__07070707070e0e0e__000.png
tile_0768.png,building_structure,0707070707878787,building_structure/building_structure__0707070707878787__000.png
tile_1928.png,building_structure,070707070f0d0d0d,building_structure/building_structure__070707070f0d0d0d__000.png
tile_1406.png,building_structure,0707070727e7e787,building_structure/building_structure__0707070727e7e787__000.png
tile_2544.png,building_structure,07071b1d1d1c0c0c,building_structure/building_structure__07071b1d1d1c0c0c__000.png
tile_1420.png,building_structure,07c7c7c7c7870707,building_structure/building_structure__07c7c7c7c7870707__000.png
tile_1482.png,building_structure,0800000000000000,building_structure/building_structure__0800000000000000__000.png
tile_1074.png,building_structure,0900000080808303,building_structure/building_structure__0900000080808303__000.png
tile_1036.png,building_structure,0b4e8e9a8201491a,building_structure/building_structure__0b4e8e9a8201491a__000.png
tile_1335.png,building_structure,0c0c0c0c0c0e0e0c,building_structure/building_structure__0c0c0c0c0c0e0e0c__000.png
tile_1134.png,building_structure,0c0c0c0e0e0e0e0f,building_structure/building_structure__0c0c0c0e0e0e0e0f__000.png
tile_2600.png,building_structure,0c0c1c1c1d3c3d3f,building_structure/building_structure__0c0c1c1c1d3c3d3f__000.png
tile_1322.png,building_structure,0c2c707000000000,building_structure/building_structure__0c2c707000000000__000.png
tile_1035.png,building_structure,0c8c8c8f8c0b8b1f,building_structure/building_structure__0c8c8c8f8c0b8b1f__000.png
tile_0978.png,building_structure,0d0d0d0d0d0d0d2c,building_structure/building_structure__0d0d0d0d0d0d0d2c__000.png
tile_0566.png,building_structure,0d0d0f0500000000,building_structure/building_structure__0d0d0f0500000000__000.png
tile_1298.png,building_structure,0d0d555555555555,building_structure/building_structure__0d0d555555555555__000.png
tile_0805.png,building_structure,0e04000000000000,building_structure/building_structure__0e04000000000000__000.png
